;support;confidence
0;0.004719565216868384;0.039049477331835176
1;0.0013174771074830473;0.037856881124060424
2;9.716602449286475e-06;0.02646928529238039
3;4.719395820033494e-06;0.02458915111825034
4;3.320177963842659e-07;0.019971469329529243
5;0.0007395527017624633;0.03993957741515608
6;0.00019629366433375492;0.03418695999277778
7;1.2931754375497376e-05;0.03953596768346367
8;4.122441373881375e-05;0.045413321688891874
9;6.071182562455148e-06;0.04766844891336153
10;2.1174604361241446e-06;0.04597616595556863
11;5.918725411054209e-06;0.02964383282710875
12;8.09716870773873e-07;0.02778100662559572
13;4.4720764410941937e-07;0.024594745667970933
14;1.4463101762902358e-05;0.03524516400683603
15;4.892180591621224e-06;0.03594006670317089
16;2.3376763214810558e-07;0.09031413612565445
17;0.0002769638250450381;0.04324513617853708
18;6.332731275525202e-05;0.04439019293062667
19;5.390207286197623e-06;0.05376998208793809
20;6.098286056037536e-08;0.01958650707290533
21;2.7510045986124886e-06;0.03102789453572793
22;1.6668648553169267e-06;0.03178089270718946
23;1.7956064498332746e-07;0.03491436100131752
24;6.240579397345079e-06;0.04692874066902754
25;2.4054350554370284e-07;0.06893203883495146
26;1.693968348899316e-07;0.06738544474393532
27;9.93004246124779e-06;0.03718174783391899
28;2.6087112573049464e-07;0.03677172874880612
29;8.131048074716715e-08;0.03498542274052478
30;4.0722999107539554e-05;0.046791547936033386
31;1.9650032847232062e-07;0.030558482613277132
32;5.081905046697947e-08;0.02
33;5.908900394630593e-05;0.05897868570288485
34;1.1617234936751508e-05;0.0637135584087404
35;3.276134786771277e-06;0.05848908244117825
36;8.283505226117654e-06;0.03702581964109942
37;5.4206987164778106e-08;0.023952095808383235
38;5.91533747435641e-06;0.06125885902743667
39;7.182425799333099e-07;0.0913399396811719
40;2.7442287252168916e-07;0.09975369458128079
41;4.302679606204262e-07;0.02170569133481456
42;2.9475049270848096e-07;0.0409990574929312
43;3.387936697798632e-08;0.04694835680751174
44;3.387936697798632e-08;0.05464480874316941
45;1.2545529591948333e-05;0.03721009686884521
46;4.77699074389607e-07;0.03997731783385313
47;5.081905046697947e-08;0.05813953488372093
48;1.0807518065977634e-06;0.038916676832987676
49;7.280675963569259e-06;0.03709585541419965
50;4.0655240373583576e-08;0.13953488372093023
51;5.1442430819374424e-05;0.0441715078647044
52;3.083022394996755e-07;0.04286387187941592
53;1.7346235892728994e-06;0.04180615660978199
54;9.757257689660058e-07;0.02475290073055436
